,X,Y,Z,R_x,R_y,R_z, Fx, Fy, Fz, Tx, Ty, Tz
13700,0.768776,0.7456246106383333,0.7589175822141889,135.488785,16.662104,106.395958,97.0,-133.0,-1123.0,416.0,-667.0,192.0
13701,0.776018,0.7452624012946562,0.7439612204504336,138.721954,20.122908,112.752022,94.36842105263159,-132.47368421052633,-1120.3684210526314,416.0,-658.0526315789475,192.0
13702,0.765454,0.7457907607957063,0.7657782607255388,138.721954,16.124672,112.752022,90.91143911439114,-132.6678966789668,-1120.6014760147602,419.6900369003691,-657.6642066420665,193.10701107011067
13703,0.773295,0.7453985924079995,0.7495848289954083,135.291229,19.441887,108.191833,83.37685373655133,-132.76446641465543,-1129.731608025589,422.1064262867113,-661.8328002326258,195.11136958418143
13704,0.76117,0.7460050254778815,0.7746256859942391,135.291229,13.948331,108.191833,77.42416546604478,-132.33359380723303,-1138.343947644746,424.03399184391105,-671.8855949793656,196.3051451735
13705,0.7586,0.7461335642811472,0.7799333150653314,135.347931,13.306088,111.615356,71.14445139246072,-131.83555752850762,-1145.9536728565665,425.3072590644935,-680.4468231321989,199.0144848354209
13706,0.7586,0.7461335642811472,0.7799333150653314,135.347931,13.306088,111.615356,64.79132613933099,-130.9086783268108,-1150.179510721711,427.3568426179565,-687.4533325563908,200.35346770989088
13707,0.772123,0.7454572101034966,0.7520052730698519,135.733597,19.75186,91.282623,59.384907636310125,-130.92471281592057,-1152.7817295120092,427.9965173559191,-691.5877156607612,202.04723011646084
13708,0.771582,0.7454842682718105,0.7531225599676965,135.733597,19.91062,91.282623,54.91448263113718,-131.75322357949383,-1153.1438491141437,429.3030387952365,-695.0831450629436,202.03952007790866
13709,0.767755,0.7456756760539497,0.7610261772653895,135.733597,19.069237,91.282623,49.40038869623792,-131.3305101689449,-1155.2712392911224,431.2524539515094,-697.6804573551474,203.108190355484
13710,0.767755,0.7456756760539497,0.7610261772653895,135.733597,19.069237,91.282623,43.075547704969814,-132.30247064997994,-1158.0006257552907,432.81871918196174,-700.2044751476349,203.96681766901344
13711,0.767755,0.7456756760539497,0.7610261772653895,135.733597,19.069237,91.282623,37.908731400526406,-132.95711428274365,-1160.3696438669538,434.93436936404817,-704.7748311641762,205.78311070134802
13712,0.766611,0.7457328933266875,0.7633887950308873,135.733597,18.867983,91.282623,32.02136997877705,-133.23102806201248,-1163.8062079650363,436.9543961280044,-709.9001303282779,207.42117311983557
13713,0.766324,0.7457472476599705,0.7639815146975812,135.733597,18.98481,91.282623,26.572767500173306,-133.2010723496703,-1168.4991912040732,438.9052491009191,-715.0995859718083,209.05217723397573
13714,0.765562,0.7457853591650632,0.7655552163910337,135.733597,18.85784,91.282623,19.70056524859515,-134.057243074506,-1172.4660035731401,441.05794523491045,-717.8574463752515,210.05302523948768
13715,0.765196,0.7458036646911314,0.7663110888579674,135.733597,19.010975,91.282623,12.618116711084488,-134.66394114422877,-1175.6001707146763,442.4010263543845,-719.2251377017355,211.88768975406757
13716,0.764541,0.7458364245806797,0.7676638114422341,135.733597,18.914259,91.282623,7.983357890050952,-134.34422786537317,-1177.8084288678033,444.75319999005916,-722.5585417877749,212.98130497638124
13717,0.764151,0.7458559304691129,0.7684692493168357,135.733597,19.09656,111.705406,4.690831562742768,-134.65670643592026,-1181.5960942325755,446.9001213730437,-727.5522104919437,213.45414527019716
13718,0.753083,0.7464094975798308,0.7913271631529646,135.733597,14.175051,111.705406,0.21746259047059913,-134.69639746131074,-1186.383144288363,449.3396539071397,-732.3443343121294,214.09534768097498
13719,0.762733,0.7459268518788525,0.7713977388198743,136.029083,18.939581,92.867729,-2.4256209195252563,-134.50327902130388,-1192.7145852732008,451.4639537894661,-739.1355547412796,215.33673685579734
13720,0.754272,0.7463500296276584,0.7888716102480893,136.029083,15.134947,106.109451,-5.746416975083867,-134.4467677084461,-1200.494384514511,453.0961518751134,-744.9592186893962,216.64636091041635
13721,0.75366,0.7463806388679691,0.790135528143618,139.249268,16.286213,114.931198,-9.878711631238467,-134.39721070844104,-1208.8697252480902,455.19303126883455,-750.6208364649185,217.79482191759047
13722,0.754836,0.7463218211120779,0.7877068231678965,138.785065,16.122421,113.61924,-13.074040487351299,-134.35362682497524,-1219.5273296022256,456.3788242391361,-756.5875817618511,219.02430834728474
13723,0.754836,0.7463218211120779,0.7877068231678965,138.785065,16.122421,113.61924,-15.565360146384755,-134.64120307723377,-1230.010828021946,457.64167492236044,-761.9571336398942,220.10834745645067
13724,0.761355,0.7459957726846502,0.7742436193101332,135.783707,19.338102,90.722214,-17.335933216129384,-134.5721235652457,-1238.5206646810684,459.188557843772,-765.7324494372899,221.281751123972
13725,0.761137,0.7460066759761335,0.7746938384297823,135.783707,19.505884,105.967773,-17.834556343066474,-135.36621832118013,-1247.017591620592,460.45128809496435,-768.861366379439,222.74833307222397
13726,0.75281,0.746423151701734,0.7918909696651855,135.783707,15.369765,105.967773,-19.338558010153044,-135.11498748182666,-1254.8725990762352,461.5712869227472,-772.4860013094046,224.4738373871098
13727,0.750996,0.7465138790904983,0.7956372883947427,135.644135,14.961036,105.768112,-19.197310029503452,-135.10285371587494,-1262.4836623642734,462.4607057545098,-776.972184514643,226.00667430571576
13728,0.751242,0.7465015753762557,0.7951292429661478,135.743561,15.186461,106.294144,-16.13325824411084,-133.9376875167729,-1269.4640829196117,463.5667303614698,-783.1667374800694,227.58011810297387
13729,0.748542,0.7466366161423325,0.8007053513287739,139.337677,15.993585,114.921776,-11.83784487156676,-133.21320720555553,-1275.5767997753746,464.02968239839396,-788.9972248447607,229.19036659120343
13730,0.748542,0.7466366161423325,0.8007053513287739,139.337677,15.993585,114.921776,-7.903975222578175,-132.1513754341864,-1279.363593721199,464.6503956363572,-793.7799740094318,230.93800594280881
13731,0.748542,0.7466366161423325,0.8007053513287739,139.337677,15.993585,114.921776,-2.7361302434129646,-130.99658607539652,-1281.086389716424,464.58304341023035,-797.6343227578404,232.49776245554162
13732,0.756363,0.7462454480565966,0.7845532241050333,128.227478,18.484619,94.228752,3.840728460817939,-129.65548315733707,-1280.7679086760222,464.31650210200996,-800.8709112767286,233.27190980504403
13733,0.758635,0.746131813752698,0.7798610321791493,135.625885,19.77038,105.921036,11.160231781754117,-128.97089448717708,-1280.8946426397417,463.8725030167594,-804.5871801363215,233.75824519233944
13734,0.756657,0.7462307436176239,0.7839460478611029,135.625885,19.143143,105.921036,19.656893252935213,-127.1276661673008,-1280.0849094960042,463.065040677077,-808.1168143559645,234.50101331423815
13735,0.748326,0.7466474194036186,0.8011514399977839,135.625885,15.027096,105.921036,26.955632849446364,-125.06851005903837,-1276.7001656854832,462.7514724183522,-810.6624827551743,235.67741441687974
13736,0.747097,0.7467088879597328,0.8036896019154387,135.455704,14.726846,106.250687,33.288471410115235,-122.61184887286065,-1270.9128071847827,461.24579675998183,-811.9217671759721,236.32275767079275
13737,0.747924,0.7466675254732345,0.8019816605762196,135.694427,15.107967,106.097351,39.065035022886576,-120.8179285204697,-1268.171503140143,460.1003143161896,-815.0873561372356,236.18802326987628
13738,0.746533,0.7467370964753133,0.8048543889956319,135.530701,14.780509,106.218399,45.36194698572597,-119.61640276673714,-1265.3073136600992,459.3784271854864,-817.4168787468477,236.67725570664308
13739,0.754353,0.7463459784046761,0.7887043269972105,128.342636,18.791861,91.276421,49.68972060237814,-118.74183561537473,-1264.3626188709961,458.22351382779016,-817.3745654441894,236.8115146009798
13740,0.753199,0.7464036958283993,0.7910875970159035,128.336609,18.784357,90.962624,53.977791873695615,-118.56530368582983,-1263.008341307575,456.6806378831534,-815.7150324734503,236.52657261617153
13741,0.753199,0.7464036958283993,0.7910875970159035,128.336609,18.784357,90.962624,57.218815895635785,-117.90081774928294,-1260.9832618826567,455.3972082136339,-812.4038864804321,237.18175959055256
13742,0.753199,0.7464036958283993,0.7910875970159035,128.336609,18.784357,90.962624,61.1391772331432,-117.40539769261952,-1258.0533652860536,454.85160841053704,-809.6336477799784,237.56774270128543
13743,0.70052,0.7490384412047546,0.8998816016213806,128.169907,19.034641,90.728455,62.84177081511186,-116.75858530675846,-1259.3607070140854,454.36169653279387,-809.569662489442,237.71237099838802
13744,0.752254,0.7464509600965261,0.7930392349428226,128.169907,19.034641,90.728455,64.77446219353996,-115.57237356320081,-1260.0304820850954,454.1234474502014,-809.5121946634058,238.24578955628914
13745,0.752254,0.7464509600965261,0.7930392349428226,128.169907,19.034641,90.728455,66.9138209952987,-114.3051822068882,-1261.6400775178527,454.2117967033377,-811.0732374491714,238.42259947211366
13746,0.751283,0.7464995247572153,0.7950445687280485,128.169907,18.790049,90.728455,68.13104423866794,-113.46875070784218,-1264.4962619920352,454.1904662340413,-812.375117541487,238.07790263876544
13747,0.749692,0.7465790987790035,0.798330342211359,128.169907,18.268404,92.900452,67.91657521587223,-113.22029479020807,-1268.3712913859401,453.3661749041935,-813.0418479834143,237.768141461959
