,X,Y,Z,R_x,R_y,R_z, Fx, Fy, Fz, Tx, Ty, Tz
8900,0.565572,0.7538450195762822,0.8639014215396776,138.346283,7.557963,106.88372,-341.0,-318.0,-1135.0,452.0,-489.0,149.0
8901,0.565566,0.7538455021004564,0.863925676250124,138.599045,7.557963,106.88372,-334.1578947368422,-313.7894736842106,-1139.2105263157896,452.0,-494.2631578947369,151.63157894736844
8902,0.565109,0.753882254358395,0.8657730766957985,138.978989,7.557963,106.88372,-329.67158671586725,-312.76014760147604,-1141.7158671586717,451.2619926199262,-494.9040590405904,152.50553505535055
8903,0.563956,0.7539749794205461,0.8704340235532664,138.780777,7.557963,106.88372,-324.2422215760396,-313.1206746147136,-1142.380052340797,449.4411166036639,-498.4213434137831,150.03227682465834
8904,0.563738,0.7539925111322106,0.8713152780328226,138.72197,7.65573,107.620712,-318.3224097091646,-310.4050694732729,-1139.8453029230056,450.5543698566579,-499.0510366047227,151.24536641351858
8905,0.563621,0.7540019203536084,0.8717882448865288,138.670288,7.720948,107.918709,-312.7046732641994,-310.5320397217852,-1135.1830719290422,450.4360560783167,-498.82672406249804,152.47352201110212
8906,0.563477,0.7540135009337903,0.8723703579372448,138.52269,7.752778,108.077026,-309.5027231005528,-309.08829907278675,-1129.780943413984,449.9691130836677,-496.94313853990906,152.57443726134653
8907,0.563076,0.7540457496327692,0.873991381085419,138.537537,7.647566,107.810219,-305.02489082323075,-309.4239603307124,-1130.5217359829273,449.27220622363114,-499.5868601525121,152.82474115318274
8908,0.562349,0.7541042154785488,0.8769302435011856,138.623978,7.494018,107.557236,-304.2046069689719,-309.19150718705635,-1132.2322509167304,449.22777015961935,-502.10296452275566,152.69010701371627
8909,0.562099,0.7541243206524758,0.8779408564364561,138.672806,7.399664,106.938232,-302.7913869044641,-309.31563831716477,-1133.4248644522722,449.346333690742,-505.1578358339862,152.89122011466827
8910,0.561941,0.7541370271223976,0.878579563811547,137.811218,7.528742,107.887535,-301.80166207546415,-308.5409778098944,-1134.2373421028976,449.73305873985186,-507.32081941861185,153.19853758027116
8911,0.561686,0.7541575343998032,0.8796103890055234,138.618668,7.498124,107.779579,-300.0176335059653,-306.93263711073894,-1133.2287523586367,448.9341046257518,-508.25162425534285,154.00702437211572
8912,0.561169,0.7541991118994841,0.8817003365556628,138.672012,7.363945,107.515175,-296.5291425634464,-305.7349331133144,-1133.0639990395955,449.0770217883709,-511.43584904910733,153.7379189462923
8913,0.561124,0.754202730830791,0.881882246884012,138.660645,7.437109,107.688995,-294.7749179929051,-304.732001134792,-1130.5921102727204,447.3814203987718,-509.56405850659434,153.7719010720428
8914,0.560888,0.7542217101149781,0.8828362654949067,138.576431,7.373575,107.036163,-291.9069336505341,-303.25462169615935,-1128.2508556886025,446.2000432881601,-509.9967374039436,154.30433423062343
8915,0.560361,0.7542640918216161,0.8849666375624574,138.462173,7.323552,106.518288,-288.84973524966756,-302.8551335703012,-1123.5557592755413,445.4390197638749,-508.52419939819976,154.38972363694361
8916,0.56042,0.7542593470005693,0.8847281329097334,138.548325,6.754327,108.044525,-288.02766329034205,-302.2724440178665,-1122.048878023603,445.14630045677177,-508.7013178192883,154.46296604226606
8917,0.562476,0.7540940020501938,0.8764168521300681,138.548325,8.153568,108.044525,-287.5537677888412,-301.6520874185516,-1121.6901465518154,445.0114265632328,-509.44242176359785,155.1144543358679
8918,0.559526,0.7543312431025322,0.8883420847662613,138.403839,7.373446,107.032997,-286.56479552132686,-301.8079308076866,-1121.494734645736,444.4320138396156,-510.31621626794754,154.98560299704357
8919,0.559221,0.7543557714147231,0.8895750325472913,138.372253,7.372612,106.31601,-284.79289412518716,-302.3989976571102,-1118.8200863945801,443.92747193931467,-509.0279745190135,154.64572097857877
8920,0.5615,0.7541724926492048,0.8803622850293644,137.887894,7.728774,104.869171,-282.90728305553154,-303.36477193681355,-1116.9314220070273,443.26189835679077,-508.23882963121054,153.56263916335206
8921,0.560447,0.7542571756417852,0.8846189867127241,137.887894,7.116026,104.869171,-281.1427928930592,-302.99153994234,-1113.5004030421828,442.56730720565656,-505.77202269930484,153.8329995513358
8922,0.558849,0.7543856879135264,0.8910788245949739,138.554504,7.116026,104.869171,-279.37152744297777,-302.6632936854805,-1110.4829255774948,442.6147843555027,-505.57758778306504,153.96104849482668
8923,0.557931,0.7544595141121864,0.8947897952932875,138.554504,7.619672,107.501411,-278.13580555939427,-301.721870323954,-1107.0617369737276,442.9826491892756,-505.73215856634437,153.9652812795236
8924,0.557752,0.754473909416718,0.8955133941549414,138.653137,7.810526,108.372543,-279.3062510496722,-301.64410018923707,-1106.624148917882,443.09225268311525,-506.62288799623997,152.7839452777232
8925,0.557634,0.7544833990588116,0.8959904034603889,138.432297,7.879661,108.131836,-281.839287504324,-301.6821485030246,-1105.7021638134927,443.93764917439387,-506.4493893040359,152.91395049339576
8926,0.557293,0.754510822516048,0.8973688795040977,138.459579,7.896904,107.897873,-284.9353966886955,-302.1405920228296,-1103.9288284469615,443.9442692103014,-504.7028920156353,151.33047686926153
8927,0.558424,0.7544198667092024,0.8927968665849337,138.798813,8.273919,107.056946,-285.2587812756394,-301.28157644353064,-1102.1424562354027,444.1611950518426,-506.7391709923357,151.6121716099109
8928,0.558321,0.7544281500408603,0.8932132391142655,138.965576,8.11755,105.623543,-286.70082527638135,-301.986627616821,-1103.5967077287823,444.35416466372453,-508.55057327168424,150.39355608958797
